id,lon,lat
1,-11.77806999826001,66.02346166393961
1,-11.760100002074957,66.01878833368363
1,-11.744090002833802,66.01424999801377
1,-11.726323332181504,66.00921833422312
1,-11.707025002103379,66.00563000268463
1,-11.710698331930786,66.00185666880364
1,-11.740661664030013,66.00264666874115
1,-11.763906664910872,66.00338499934469
1,-11.78793000030853,66.00379500221331
1,-11.811343336189598,66.00403666435214
1,-11.838023333643829,66.0036016690645
1,-11.86018833199918,66.00351999966037
1,-11.883290001758011,66.00460166949307
1,-11.90382166932678,66.00293833290675
1,-11.908251664407171,65.99555499822348
1,-11.907238331250705,65.98451666836223
1,-11.90343166841479,65.97262333077204
1,-11.894001665461943,65.96429833422287
2,-11.752153335287503,66.03076666383315
2,-11.778378335497463,66.0337733343476
2,-11.802174997332209,66.0364033309484
2,-11.827025001966257,66.03911333537569
2,-11.851358336178969,66.04196333058108
2,-11.87570333581239,66.04498999732259
2,-11.892398334745515,66.05172833049758
2,-11.877726667510958,66.05942333130311
2,-11.852950001474685,66.05446666768785
2,-11.833061668107023,66.05020666918527
2,-11.81262833155505,66.04681833429474
2,-11.792951665985642,66.04373999821927
2,-11.772819997442383,66.04115166710935
2,-11.753383332434199,66.0392849992607
2,-11.733638335918142,66.03721666745689
2,-11.718991666832189,66.03681666843138
2,-11.700048335674344,66.03180833548217
2,-11.698666665140118,66.0216250018907
2,-11.720701665101332,66.01650166485284
2,-11.746209998241987,66.01669499800164
2,-11.769151663806948,66.01770500227333
2,-11.792473332170376,66.020276666041
2,-11.813808332404543,66.02351833519512
2,-11.83621000243633,66.02689833354975
2,-11.857911667011493,66.03046333424682
2,-11.856621663994911,66.03034999746538
2,-11.866989999928848,66.03190333188459
3,-11.626581664641654,65.97777333326569
3,-11.610371668752526,65.96791833313871
3,-11.60583666769702,65.95832166822242
3,-11.600718332580714,65.94880666698067
3,-11.596363331946124,65.9389149975548
3,-11.594514998746922,65.92858833284131
3,-11.591546664838532,65.91644833119075
3,-11.590028332411013,65.90518333349617
3,-11.589486663841075,65.8949516651851
3,-11.589609998736055,65.8827533307014
3,-11.593461667406777,65.8715033330419
3,-11.599238331029687,65.86496333493727
